ID,Size,Predicted,Actual
780,780.0,0.06858902612796375,No
781,781.0,0.08781396170559562,No
782,782.0,0.061148981580985716,No
783,783.0,0.06957133033671174,No
784,784.0,0.05335365063531306,No
785,785.0,0.06540891106681276,No
786,786.0,0.0901398292808036,No
787,787.0,0.058419426100257,No
788,788.0,0.06721891427824032,No
789,789.0,0.0890508704077866,No
790,790.0,0.06356671746191922,No
791,791.0,0.07559117703437215,No
792,792.0,0.04003329700571072,No
793,793.0,0.0603478029720945,No
794,794.0,0.07407440873540545,No
795,795.0,0.059933751318783195,No
796,796.0,0.06389446145651285,No
797,797.0,0.05029704626777727,No
798,798.0,0.08912416791674974,No
799,799.0,0.09191674682662777,No
800,800.0,0.06690015456406079,No
801,801.0,0.09155654811645236,No
802,802.0,0.07313046836143092,No
803,803.0,0.07292476073838929,No
804,804.0,0.08167092157968335,No
805,805.0,0.051039382396125293,No
806,806.0,0.059157746077056456,No
807,807.0,0.058247269471787794,No
808,808.0,0.06213279629504984,No
809,809.0,0.06465690823523826,No
810,810.0,0.05210467898283419,No
811,811.0,0.061120238094652064,No
812,812.0,0.06379432964573134,No
813,813.0,0.06877692601613945,No
814,814.0,0.06494221503461282,No
815,815.0,0.07206860271291435,No
816,816.0,0.07748507898755645,No
817,817.0,0.05955556964110175,No
818,818.0,0.08941424687620922,No
819,819.0,0.06920076796923899,No
820,820.0,0.07636554447079212,No
821,821.0,0.06620224341867055,No
822,822.0,0.0636105312025498,No
823,823.0,0.0795503811415089,No
824,824.0,0.07434515232019316,No
825,825.0,0.06551013206124486,No
826,826.0,0.08081217810525335,No
827,827.0,0.0569766105962259,No
828,828.0,0.041694905581558195,No
829,829.0,0.07634115593340342,No
830,830.0,0.06809461806975893,No
831,831.0,0.07957657950843204,No
832,832.0,0.06426476855187296,No
833,833.0,0.047234050699106474,No
834,834.0,0.062283476265629606,No
835,835.0,0.06472263511024216,No
836,836.0,0.046304479751979134,No
837,837.0,0.07669612047598937,No
838,838.0,0.07588575950514775,No
839,839.0,0.0532808379058436,No
840,840.0,0.09280003780713657,No
841,841.0,0.09333534936215208,No
842,842.0,0.07098613397003452,No
843,843.0,0.07735083323622909,No
844,844.0,0.09016988661003518,No
845,845.0,0.0664107110546431,No
846,846.0,0.05264383572203456,No
847,847.0,0.05205224207092713,No
848,848.0,0.0884455829207253,No
849,849.0,0.06493035744335567,No
850,850.0,0.07378936217119253,No
851,851.0,0.08354319104117446,No
852,852.0,0.07937655067010477,No
853,853.0,0.041011111672532,No
854,854.0,0.06921120787622406,No
855,855.0,0.07067236966743044,No
856,856.0,0.10100329702034262,No
857,857.0,0.08158937752130574,No
858,858.0,0.07591506549176025,No
859,859.0,0.0696785893860448,No
860,860.0,0.0756096030023009,No
861,861.0,0.06964581056216676,No
862,862.0,0.07584096127119665,No
863,863.0,0.06670609550095552,No
864,864.0,0.0669251807329365,No
865,865.0,0.06882424204040226,No
866,866.0,0.06216576095828921,No
867,867.0,0.08047530838174795,No
868,868.0,0.07624947070329412,No
869,869.0,0.06925160483455153,No
870,870.0,0.08108441675472064,No
871,871.0,0.06438944491931592,No
872,872.0,0.07134331287945359,No
873,873.0,0.059082903661749606,No
874,874.0,0.07089013210471957,No
875,875.0,0.06137727375772609,No
876,876.0,0.07307559789152512,No
877,877.0,0.06504473319075549,No
878,878.0,0.0847430110760103,No
879,879.0,0.08233638377406695,No
880,880.0,0.06202904664383919,No
881,881.0,0.07442240126517383,No
882,882.0,0.07129604508402265,No
883,883.0,0.08006044099256367,No
884,884.0,0.08746429792976228,No
885,885.0,0.06742780821199189,No
886,886.0,0.06768931627107225,No
887,887.0,0.08340375881385759,No
888,888.0,0.047207149746269404,No
889,889.0,0.08137866780577394,No
890,890.0,0.0674149630851502,No
891,891.0,0.06209564634063338,No
892,892.0,0.0853467588428024,No
893,893.0,0.07148982177523298,No
894,894.0,0.06661624649560519,No
895,895.0,0.06047591595352484,No
896,896.0,0.064650747306885,No
897,897.0,0.07760328042469461,No
898,898.0,0.08099109144535102,No
899,899.0,0.0777688780426093,No
900,900.0,0.05347310363191449,No
901,901.0,0.08273396715816603,No
902,902.0,0.07865094435721796,No
903,903.0,0.06726579787553005,No
904,904.0,0.06525727368668204,No
905,905.0,0.07019889869278945,No
906,906.0,0.08356811590062568,No
907,907.0,0.06703312588086453,No
908,908.0,0.06444258737655796,No
909,909.0,0.0907278848176991,No
910,910.0,0.06950426467418679,No
911,911.0,0.07886349866623353,No
912,912.0,0.05739273851812178,No
913,913.0,0.07193572018705258,No
914,914.0,0.07722945842328935,No
915,915.0,0.054197914403653694,No
916,916.0,0.07431469956281465,No
917,917.0,0.06255568959290295,No
918,918.0,0.06336311653550405,No
919,919.0,0.07316975262673689,No
920,920.0,0.0666499246277621,No
921,921.0,0.04180635727501826,No
922,922.0,0.07172792042270087,No
923,923.0,0.08665939678946175,No
924,924.0,0.05783296776396466,No
925,925.0,0.05058526315759949,No
926,926.0,0.07139195811940652,No
927,927.0,0.07762887299671836,No
928,928.0,0.08703326769972279,No
929,929.0,0.052742387204571584,No
930,930.0,0.06206791897754003,No
931,931.0,0.08646110319859283,No
932,932.0,0.0778425248808369,No
933,933.0,0.061624985099733104,No
934,934.0,0.07898043563458833,No
935,935.0,0.10065313247167866,No
936,936.0,0.04152658460127623,No
937,937.0,0.06835186032997961,No
938,938.0,0.05449242659165521,No
939,939.0,0.09027583446314925,No
940,940.0,0.05875764511698673,No
941,941.0,0.06780489480731482,No
942,942.0,0.06646828562711916,No
943,943.0,0.090781377342729,No
944,944.0,0.07960817457120861,No
945,945.0,0.08799126948562094,No
946,946.0,0.0707887158377872,No
947,947.0,0.07240324809531781,No
948,948.0,0.0807521835343803,No
949,949.0,0.07073975467219129,No
950,950.0,0.08626843753689795,No
951,951.0,0.0733514025560999,No
952,952.0,0.07118510997878948,No
953,953.0,0.08208436901988847,No
954,954.0,0.08130262011020274,No
955,955.0,0.04759920980787539,No
956,956.0,0.08765978840067089,No
957,957.0,0.11036827986316343,No
958,958.0,0.060738839849280024,No
959,959.0,0.07859177303946162,No
960,960.0,0.07359875305381243,No
961,961.0,0.06596593663737735,No
962,962.0,0.06821044636749603,No
963,963.0,0.08005991186781135,No
964,964.0,0.10216609907423457,No
965,965.0,0.08323514007525419,No
966,966.0,0.0687382389512477,No
967,967.0,0.06884751789178939,No
968,968.0,0.07184717545983657,No
969,969.0,0.10314849846528513,No
970,970.0,0.08499904892567903,No
971,971.0,0.058324113741608764,No
972,972.0,0.08637926209427815,No
973,973.0,0.06469373870552396,No
974,974.0,0.06664201953947917,No
975,975.0,0.0535165407767022,No
976,976.0,0.0787881489209856,No
977,977.0,0.066920183465217,No
978,978.0,0.0690181113999404,No
979,979.0,0.08512079733834442,No
980,980.0,0.06605724206263856,No
981,981.0,0.06762375341199657,No
982,982.0,0.05251210456738307,No
983,983.0,0.07861268145369453,No
984,984.0,0.05887266094760638,No
985,985.0,0.08080980575176429,No
986,986.0,0.06729049993086271,No
987,987.0,0.07408280238879145,No
988,988.0,0.06291043531254562,No
989,989.0,0.06415171404699457,No
990,990.0,0.0762423167608236,No
991,991.0,0.0493588821380746,No
992,992.0,0.0769762940312176,No
993,993.0,0.10258406810150277,No
994,994.0,0.06203660987016951,No
995,995.0,0.08004501353596341,No
996,996.0,0.0688951503112909,No
997,997.0,0.06710599760128219,No
998,998.0,0.06693903438077604,No
999,999.0,0.05912890199245419,No
1000,1000.0,0.06144572459244333,No
1001,1001.0,0.07575344428855738,No
1002,1002.0,0.07230943665508612,No
1003,1003.0,0.08476031731062116,No
1004,1004.0,0.06423112343726134,No
1005,1005.0,0.06967309753542432,No
1006,1006.0,0.0780098535679465,No
1007,1007.0,0.06772409005044293,No
1008,1008.0,0.07604100392155773,No
1009,1009.0,0.06421160214133063,No
1010,1010.0,0.059360497677738835,No
1011,1011.0,0.07542967017954427,No
1012,1012.0,0.07551068041191239,No
1013,1013.0,0.07904083513688813,No
1014,1014.0,0.057621050065445274,No
1015,1015.0,0.0944497679174488,No
1016,1016.0,0.06577299734336617,No
1017,1017.0,0.08165443051657223,No
1018,1018.0,0.0806274599771507,No
1019,1019.0,0.061018827731410576,No
1020,1020.0,0.07255180696556188,No
1021,1021.0,0.054166193181818166,No
1022,1022.0,0.07317246718773726,No
1023,1023.0,0.07482874542507288,No
1024,1024.0,0.050277908313579874,No
1025,1025.0,0.07133509555398847,No
1026,1026.0,0.08116591258059017,No
1027,1027.0,0.07067407436549587,No
1028,1028.0,0.07335591323622959,No
1029,1029.0,0.061846862917789076,No
1030,1030.0,0.06427161109711022,No
1031,1031.0,0.05658152954556828,No
1032,1032.0,0.045625339739869306,No
1033,1033.0,0.056433091749376225,No
1034,1034.0,0.054050040044799796,No
1035,1035.0,0.07828788521279127,No
1036,1036.0,0.06701844895322001,No
1037,1037.0,0.06262243554211014,No
1038,1038.0,0.05878235620832832,No
1039,1039.0,0.07557916340590293,No
1040,1040.0,0.057759942962026044,No
1041,1041.0,0.05852547348723465,No
1042,1042.0,0.07566519346129646,No
1043,1043.0,0.09179992391362454,No
1044,1044.0,0.07143925646653625,No
1045,1045.0,0.05815068305491296,No
1046,1046.0,0.049148663931540916,No
1047,1047.0,0.06914843404454682,No
1048,1048.0,0.06537462173910298,No
1049,1049.0,0.0712368902130679,No
1050,1050.0,0.05816773500226326,No
1051,1051.0,0.06059131260057457,No
1052,1052.0,0.08201832050677588,No
1053,1053.0,0.0823504106604861,No
1054,1054.0,0.0554467513790106,No
1055,1055.0,0.05979080996584025,No
1056,1056.0,0.0809227023424324,No
1057,1057.0,0.07688782005764373,No
1058,1058.0,0.0742342318441631,No
1059,1059.0,0.06729169748720429,No
1060,1060.0,0.055936106659169885,No
1061,1061.0,0.09414993714390633,No
1062,1062.0,0.0920308051396909,No
1063,1063.0,0.07522405756675389,No
1064,1064.0,0.06805910706754284,No
1065,1065.0,0.04376643133217925,No
1066,1066.0,0.0745630373891042,No
1067,1067.0,0.06607627230338299,No
1068,1068.0,0.07378810330761809,No
1069,1069.0,0.05975037332843841,No
1070,1070.0,0.0713160571104609,No
1071,1071.0,0.07803639649029465,No
1072,1072.0,0.07443463871536814,No
1073,1073.0,0.06655639105184427,No
1074,1074.0,0.07740648708789222,No
1075,1075.0,0.0712879854560572,No
1076,1076.0,0.7831911412944264,Yes
1077,1077.0,0.8469030518422213,Yes
1078,1078.0,0.12050993106035017,No
1079,1079.0,0.15231692047784706,No
1080,1080.0,0.15824541734388153,No
1081,1081.0,0.12795277556792828,No
1082,1082.0,0.15067232533489042,No
1083,1083.0,0.15020815693755235,No
1084,1084.0,0.127654229363741,No
1085,1085.0,0.14238452988471526,No
1086,1086.0,0.12987476942536114,No
1087,1087.0,0.10589684145728366,No
1088,1088.0,0.14150719145455015,No
1089,1089.0,0.770131602104255,Yes
1090,1090.0,0.776876418178973,Yes
1091,1091.0,0.8095544840514762,Yes
1092,1092.0,0.7951713269276147,Yes
1093,1093.0,0.13713865538810477,No
1094,1094.0,0.737620884316576,Yes
1095,1095.0,0.8087063878262125,Yes
1096,1096.0,0.12402665550144752,No
1097,1097.0,0.11012330743297376,No
1098,1098.0,0.1331541394856343,No
1099,1099.0,0.12820304142080294,No
1100,1100.0,0.8177504545455478,Yes
1101,1101.0,0.08635691691131799,No
1102,1102.0,0.09370498833146662,No
1103,1103.0,0.03975454592830846,No
1104,1104.0,0.05831794426578155,No
1105,1105.0,0.08223807247066786,No
1106,1106.0,0.07494909914962418,No
1107,1107.0,0.07983161038695687,No
1108,1108.0,0.0744419102153738,No
1109,1109.0,0.09847246476889625,No
1110,1110.0,0.042120773992756405,No
1111,1111.0,0.07042310054314833,No
1112,1112.0,0.05712853486737903,No
1113,1113.0,0.06542022903027508,No
1114,1114.0,0.058654648879861826,No
1115,1115.0,0.08386453038524472,No
1116,1116.0,0.08025136769142346,No
1117,1117.0,0.05360143133978976,No
1118,1118.0,0.0610998700888226,No
1119,1119.0,0.07450997111773904,No
1120,1120.0,0.06996678886168542,No
1121,1121.0,0.07272059811963132,No
1122,1122.0,0.06463097089176163,No
1123,1123.0,0.051458179667246924,No
1124,1124.0,0.0735661190001246,No
1125,1125.0,0.07919342272815615,No
1126,1126.0,0.06730222035483956,No
1127,1127.0,0.0672739354267864,No
1128,1128.0,0.058986698744739725,No
1129,1129.0,0.04325856020318604,No
1130,1130.0,0.052048328388031646,No
1131,1131.0,0.07828970781334751,No
1132,1132.0,0.07588399583444853,No
1133,1133.0,0.07227053411398687,No
1134,1134.0,0.05866141683913824,No
1135,1135.0,0.10073749157117363,No
1136,1136.0,0.060871101053099716,No
1137,1137.0,0.07940206058887365,No
1138,1138.0,0.07599167749114742,No
1139,1139.0,0.06058003309817885,No
1140,1140.0,0.05005586771532605,No
1141,1141.0,0.06596968524475438,No
1142,1142.0,0.07405405761927741,No
1143,1143.0,0.08062570403256807,No
1144,1144.0,0.07958425014206341,No
1145,1145.0,0.07896651042883981,No
1146,1146.0,0.049771148098921664,No
1147,1147.0,0.07264150653053951,No
1148,1148.0,0.05555687427891526,No
1149,1149.0,0.06312422850053945,No
1150,1150.0,0.06999696890896731,No
1151,1151.0,0.05029497489766006,No
1152,1152.0,0.06676142820683967,No
1153,1153.0,0.05351362815007341,No
1154,1154.0,0.07609423351164611,No
1155,1155.0,0.03520974812100831,No
1156,1156.0,0.07653039010240795,No
1157,1157.0,0.06118469100239638,No
1158,1158.0,0.07479330320736982,No
1159,1159.0,0.06687759241290782,No
1160,1160.0,0.05487153913250691,No
1161,1161.0,0.06830245868878244,No
1162,1162.0,0.06711159369347898,No
1163,1163.0,0.06901571137698635,No
1164,1164.0,0.05877930383431798,No
1165,1165.0,0.06966273486358293,No
1166,1166.0,0.07726197209252048,No
1167,1167.0,0.0692149268057871,No
1168,1168.0,0.07018872309617945,No
1169,1169.0,0.06341521115747556,No
1170,1170.0,0.05909970257979934,No
1171,1171.0,0.07058055065678139,No
1172,1172.0,0.06854112858241675,No
1173,1173.0,0.06411876503472548,No
1174,1174.0,0.101046225780951,No
1175,1175.0,0.06875193585943251,No
1176,1176.0,0.05150936869353025,No
1177,1177.0,0.04844868376794283,No
1178,1178.0,0.0727158606428158,No
1179,1179.0,0.05536651934674965,No
1180,1180.0,0.09293747501895729,No
1181,1181.0,0.06744735288725204,No
1182,1182.0,0.09021351086632509,No
1183,1183.0,0.05159871891488889,No
1184,1184.0,0.049778132644945475,No
1185,1185.0,0.06976369405969665,No
1186,1186.0,0.06650087166229987,No
1187,1187.0,0.06581882994874456,No
1188,1188.0,0.0656755773848029,No
1189,1189.0,0.04567660949850367,No
1190,1190.0,0.08585912046489651,No
1191,1191.0,0.07098991767633869,No
1192,1192.0,0.07199648992389722,No
1193,1193.0,0.06548312369541211,No
1194,1194.0,0.0788749354871718,No
1195,1195.0,0.07501847135747089,No
1196,1196.0,0.08736633634601267,No
1197,1197.0,0.06004126038629136,No
1198,1198.0,0.0880363181277331,No
1199,1199.0,0.09033135509451345,No
1200,1200.0,0.05964970581344794,No
1201,1201.0,0.07879924922043599,No
1202,1202.0,0.06768566605079498,No
1203,1203.0,0.07147882510077887,No
1204,1204.0,0.07009228309877252,No
1205,1205.0,0.07855543865203396,No
1206,1206.0,0.07174619207257207,No
1207,1207.0,0.07796949002172028,No
1208,1208.0,0.06568666121567604,No
1209,1209.0,0.06578805841369972,No
1210,1210.0,0.08440665075755656,No
1211,1211.0,0.07110317166818957,No
1212,1212.0,0.07516911716724692,No
1213,1213.0,0.07502250373839918,No
1214,1214.0,0.0797058662801976,No
1215,1215.0,0.09255537987361387,No
1216,1216.0,0.05296059035368358,No
1217,1217.0,0.07120511300079455,No
1218,1218.0,0.0619052334382865,No
1219,1219.0,0.08446833485980482,No
1220,1220.0,0.07239180962415269,No
1221,1221.0,0.048270415096190206,No
1222,1222.0,0.05630937400977319,No
1223,1223.0,0.05739745301621984,No
1224,1224.0,0.0559677891697934,No
1225,1225.0,0.07340260849245217,No
1226,1226.0,0.058024638936355115,No
1227,1227.0,0.07444493222908725,No
1228,1228.0,0.07241641869772841,No
1229,1229.0,0.06035984177872633,No
1230,1230.0,0.07878269217476395,No
1231,1231.0,0.06673804965178386,No
1232,1232.0,0.04417147136729462,No
1233,1233.0,0.08765048371293058,No
1234,1234.0,0.06066102408452933,No
1235,1235.0,0.05001906423268685,No
1236,1236.0,0.05540632628014427,No
1237,1237.0,0.08121237711687646,No
1238,1238.0,0.045759119710363644,No
1239,1239.0,0.08528404195842354,No
1240,1240.0,0.06454313445316817,No
1241,1241.0,0.07683424578387521,No
1242,1242.0,0.062270648511803126,No
1243,1243.0,0.09080846731808431,No
1244,1244.0,0.051498959049516076,No
1245,1245.0,0.06538920783044008,No
1246,1246.0,0.05989905219783709,No
1247,1247.0,0.08795244434470059,No
1248,1248.0,0.07924179448051631,No
1249,1249.0,0.05674657943402834,No
1250,1250.0,0.06962275953350205,No
1251,1251.0,0.06354688261846,No
1252,1252.0,0.06088828632298214,No
1253,1253.0,0.0879536818719679,No
1254,1254.0,0.08267357017731394,No
1255,1255.0,0.05428655712954329,No
1256,1256.0,0.06346144336626282,No
1257,1257.0,0.0600601945108577,No
1258,1258.0,0.0468895099241913,No
1259,1259.0,0.0578245283579591,No
1260,1260.0,0.06509772660982527,No
1261,1261.0,0.05538227181339558,No
1262,1262.0,0.07715938959810392,No
1263,1263.0,0.08731686426271179,No
1264,1264.0,0.08763563749764028,No
1265,1265.0,0.054465702024290935,No
1266,1266.0,0.044720776210447996,No
1267,1267.0,0.06896381940546507,No
1268,1268.0,0.08304835088262238,No
1269,1269.0,0.0582936868851326,No
1270,1270.0,0.06763314426448787,No
1271,1271.0,0.07799671668886805,No
1272,1272.0,0.06873338134075972,No
1273,1273.0,0.05136216735652043,No
1274,1274.0,0.08783040949699754,No
1275,1275.0,0.08842009674843326,No
1276,1276.0,0.06004152027521591,No
1277,1277.0,0.061594626301467746,No
1278,1278.0,0.06723839807624644,No
1279,1279.0,0.05775146252353792,No
1280,1280.0,0.06670952337197257,No
1281,1281.0,0.0841945660660504,No
1282,1282.0,0.08163685955725244,No
1283,1283.0,0.06580960756282765,No
1284,1284.0,0.05233698265902015,No
1285,1285.0,0.06331220913523067,No
1286,1286.0,0.0712898456266167,No
1287,1287.0,0.08440491115615921,No
1288,1288.0,0.08826226370559605,No
1289,1289.0,0.06028738881247481,No
1290,1290.0,0.057520209040889544,No
1291,1291.0,0.07306507000333232,No
1292,1292.0,0.0638319807265094,No
1293,1293.0,0.07531914231105945,No
1294,1294.0,0.057240409509059995,No
1295,1295.0,0.08490325803037457,No
1296,1296.0,0.08113218805069874,No
1297,1297.0,0.0941139042159679,No
1298,1298.0,0.07294506301824095,No
1299,1299.0,0.07087552754848485,No
1300,1300.0,0.0646014628583778,No
1301,1301.0,0.07352340804092639,No
1302,1302.0,0.07402796109375762,No
1303,1303.0,0.07583984803238683,No
1304,1304.0,0.06453281673164186,No
1305,1305.0,0.06435879215030442,No
1306,1306.0,0.03888282163057382,No
1307,1307.0,0.06352761122741768,No
1308,1308.0,0.05681122058735732,No
1309,1309.0,0.060442474984388435,No
1310,1310.0,0.06489209680927516,No
1311,1311.0,0.05584374133986481,No
1312,1312.0,0.07101785674574292,No
1313,1313.0,0.07250794706960344,No
1314,1314.0,0.07842914568495762,No
1315,1315.0,0.08470121581381719,No
1316,1316.0,0.0641199478068926,No
1317,1317.0,0.07037782271236233,No
1318,1318.0,0.09287178038784535,No
1319,1319.0,0.07712039179641372,No
1320,1320.0,0.05999096366233717,No
1321,1321.0,0.06233333175213105,No
1322,1322.0,0.06026424381765222,No
1323,1323.0,0.08128898454124556,No
1324,1324.0,0.05461220825299118,No
1325,1325.0,0.06398369784349021,No
1326,1326.0,0.0742066077323696,No
1327,1327.0,0.08756992159972112,No
1328,1328.0,0.08545329495936833,No
1329,1329.0,0.08085620504958271,No
1330,1330.0,0.07181694075529131,No
1331,1331.0,0.08291763682634132,No
1332,1332.0,0.05982816472618925,No
1333,1333.0,0.06771158802361602,No
1334,1334.0,0.07820863622551047,No
1335,1335.0,0.04796926813509064,No
1336,1336.0,0.08846078076689097,No
1337,1337.0,0.06182773335104756,No
1338,1338.0,0.08014521938885207,No
1339,1339.0,0.058215978511430955,No
1340,1340.0,0.06004199633400997,No
1341,1341.0,0.0831962643703757,No
1342,1342.0,0.08986006592032679,No
1343,1343.0,0.06303102535071732,No
1344,1344.0,0.0797989340821241,No
1345,1345.0,0.05590262091519124,No
1346,1346.0,0.05579394372270739,No
1347,1347.0,0.08055375453566276,No
1348,1348.0,0.0623961397416019,No
1349,1349.0,0.0912528334157399,No
1350,1350.0,0.1044916034959028,No
1351,1351.0,0.08140841708264107,No
1352,1352.0,0.0912196911122141,No
1353,1353.0,0.08762006326768616,No
1354,1354.0,0.06182986253444825,No
1355,1355.0,0.05566556461677307,No
1356,1356.0,0.06346561352857426,No
1357,1357.0,0.07243285293043358,No
1358,1358.0,0.07031184916975555,No
1359,1359.0,0.07105294098156854,No
1360,1360.0,0.07476496487830316,No
1361,1361.0,0.07339905893141056,No
1362,1362.0,0.04907506088420368,No
1363,1363.0,0.06847918940308076,No
1364,1364.0,0.07076943726111591,No
1365,1365.0,0.089172218053049,No
1366,1366.0,0.06801194978259785,No
1367,1367.0,0.06931081255621245,No
1368,1368.0,0.06764923662929327,No
1369,1369.0,0.05660663653500885,No
1370,1370.0,0.06207885622827944,No
1371,1371.0,0.05232629454642791,No
1372,1372.0,0.05166110391780943,No
1373,1373.0,0.07506136897322294,No
1374,1374.0,0.0841626999794237,No
1375,1375.0,0.07915659938967128,No
1376,1376.0,0.053788090178917204,No
1377,1377.0,0.06529665597354961,No
1378,1378.0,0.06299674711063574,No
1379,1379.0,0.08306585829322338,No
1380,1380.0,0.0766817816556056,No
1381,1381.0,0.09272723354188707,No
1382,1382.0,0.07040486709592651,No
1383,1383.0,0.07712373988675612,No
1384,1384.0,0.07079480053972523,No
1385,1385.0,0.06360274853287838,No
1386,1386.0,0.05044344845930848,No
1387,1387.0,0.07778172422512401,No
1388,1388.0,0.08000089021603478,No
1389,1389.0,0.05680007348871542,No
1390,1390.0,0.05867810252545535,No
1391,1391.0,0.06525354233627191,No
1392,1392.0,0.06455027829595995,No
1393,1393.0,0.08338137816649031,No
1394,1394.0,0.05994193742494482,No
1395,1395.0,0.05301682755057984,No
1396,1396.0,0.04233600470447318,No
1397,1397.0,0.055125735659820624,No
1398,1398.0,0.07147859857178593,No
1399,1399.0,0.06833250240425066,No
1400,1400.0,0.06705352382443275,No
1401,1401.0,0.0715056051696484,No
1402,1402.0,0.07973088703247085,No
1403,1403.0,0.07655330196313306,No
1404,1404.0,0.05775295204291671,No
1405,1405.0,0.08090858372753086,No
1406,1406.0,0.07317032921122994,No
1407,1407.0,0.06957628605707082,No
1408,1408.0,0.08036943583049423,No
1409,1409.0,0.056748054208210726,No
1410,1410.0,0.049223319148637555,No
1411,1411.0,0.07286044409849089,No
1412,1412.0,0.08419567664884336,No
1413,1413.0,0.07463536389921958,No
1414,1414.0,0.08015634167605971,No
1415,1415.0,0.06430191236768153,No
1416,1416.0,0.08800495790530623,No
1417,1417.0,0.060222836919279994,No
1418,1418.0,0.0464883919469751,No
1419,1419.0,0.049866942625752655,No
1420,1420.0,0.06322797867457275,No
1421,1421.0,0.07193050287764602,No
1422,1422.0,0.07370392592863498,No
1423,1423.0,0.07830136410592375,No
1424,1424.0,0.08298833491674622,No
1425,1425.0,0.0765822881777292,No
1426,1426.0,0.05722527024656611,No
1427,1427.0,0.06469094656795367,No
1428,1428.0,0.07845308014947112,No
1429,1429.0,0.06946760844836189,No
1430,1430.0,0.06415095854645778,No
1431,1431.0,0.052881231411956164,No
1432,1432.0,0.07394159184125865,No
1433,1433.0,0.0782511904248637,No
1434,1434.0,0.0627430626857479,No
1435,1435.0,0.061221867268331065,No
1436,1436.0,0.05971399976847794,No
1437,1437.0,0.09069535936317735,No
1438,1438.0,0.0542640529000886,No
1439,1439.0,0.82773762749163,Yes
1440,1440.0,0.8477207802440733,Yes
1441,1441.0,0.06943446659539965,No
1442,1442.0,0.08295720935165589,No
1443,1443.0,0.06677092465279137,No
1444,1444.0,0.8285148544541336,Yes
1445,1445.0,0.8470809108853242,Yes
1446,1446.0,0.8056278974104182,Yes
1447,1447.0,0.8276259954017126,Yes
1448,1448.0,0.8044733198618222,Yes
1449,1449.0,0.8752695175884866,Yes
1450,1450.0,0.793729418471395,Yes
1451,1451.0,0.8038453020621787,Yes
1452,1452.0,0.18097203056392358,No
1453,1453.0,0.17021099921054325,No
1454,1454.0,0.7871374231917792,Yes
1455,1455.0,0.13476546764501743,No
1456,1456.0,0.06842655916513948,No
1457,1457.0,0.07188594912573212,No
1458,1458.0,0.07643442061054116,No
1459,1459.0,0.06743673708738207,No
1460,1460.0,0.07244358912993724,No
1461,1461.0,0.07808501197978017,No
1462,1462.0,0.06460650175248116,No
1463,1463.0,0.04463387171899689,No
1464,1464.0,0.0665854927924522,No
1465,1465.0,0.07612310532185315,No
1466,1466.0,0.055010462220022115,No
1467,1467.0,0.06324485780805703,No
1468,1468.0,0.05007770991787728,No
1469,1469.0,0.06910580058607531,No
1470,1470.0,0.05266882361241932,No
1471,1471.0,0.07500207099112705,No
1472,1472.0,0.05786736991822807,No
1473,1473.0,0.07491462447695728,No
1474,1474.0,0.1089661509251655,No
1475,1475.0,0.06551765837397476,No
1476,1476.0,0.07423940142923934,No
1477,1477.0,0.05631694585838337,No
1478,1478.0,0.06362655978247186,No
1479,1479.0,0.08606439554369151,No
1480,1480.0,0.05624111368329202,No
1481,1481.0,0.04579658464201587,No
1482,1482.0,0.06959295179363645,No
1483,1483.0,0.06497661667771772,No
1484,1484.0,0.058870009498768194,No
1485,1485.0,0.07002141102062008,No
1486,1486.0,0.06279837877467118,No
1487,1487.0,0.05098893757689945,No
1488,1488.0,0.08150754325513127,No
1489,1489.0,0.08188132970525051,No
1490,1490.0,0.0821560665004916,No
1491,1491.0,0.08605842400343416,No
1492,1492.0,0.06391199979644434,No
1493,1493.0,0.0731041909548331,No
1494,1494.0,0.0373074649874892,No
1495,1495.0,0.09185481744637085,No
1496,1496.0,0.08461238974729668,No
1497,1497.0,0.09242345179147268,No
1498,1498.0,0.06582184941708957,No
1499,1499.0,0.052175276421241534,No
1500,1500.0,0.04339287242235361,No
1501,1501.0,0.07515797537481071,No
1502,1502.0,0.04663279512949511,No
1503,1503.0,0.05721045192033548,No
1504,1504.0,0.8327456910401508,Yes
1505,1505.0,0.823244469517409,Yes
1506,1506.0,0.7673660601297777,Yes
1507,1507.0,0.8227994327645479,Yes
1508,1508.0,0.7878966494052528,Yes
1509,1509.0,0.8310994662629821,Yes
1510,1510.0,0.8295643627012196,Yes
1511,1511.0,0.8153328408105265,Yes
1512,1512.0,0.8184122197501262,Yes
1513,1513.0,0.7662769585357935,Yes
1514,1514.0,0.8138368679275539,Yes
1515,1515.0,0.07195629688523913,No
1516,1516.0,0.8162144074881628,Yes
1517,1517.0,0.05495849918682516,No
1518,1518.0,0.07418404548381699,No
1519,1519.0,0.06711391417539354,No
1520,1520.0,0.06144985781895815,No
1521,1521.0,0.07407465153668694,No
1522,1522.0,0.07092516970581485,No
1523,1523.0,0.0617416679738616,No
1524,1524.0,0.053747300638397555,No
1525,1525.0,0.05778133858415692,No
1526,1526.0,0.0686305246503285,No
1527,1527.0,0.08307889104977921,No
1528,1528.0,0.07218394337773797,No
1529,1529.0,0.06894758399238936,No
1530,1530.0,0.05036648473749625,No
1531,1531.0,0.07127952226057252,No
1532,1532.0,0.05741237935247419,No
1533,1533.0,0.05074912347524016,No
1534,1534.0,0.06986698523294724,No
1535,1535.0,0.06884291868041077,No
